year	country	city	stage	home_team	away_team	home_score	away_score	outcome	win_conditions	winning_team	losing_team	date
1994	USA	Pasadena	Semifinals	Sweden	Brazil	0	1	A	NA	Brazil	Sweden	13/07/1994
1994	USA	Pasadena	Third-place	Sweden	Bulgaria	4	0	H	NA	Sweden	Bulgaria	16/07/1994
1994	USA	Pasadena	Final	Brazil	Italy	0	0	H	Brazil-won-on-penalties	Brazil	Italy	17/07/1994
1998	France	Saint-Denis	GroupA	Brazil	Scotland	2	1	H	NA	Brazil	Scotland	10/06/1998
1998	France	Montpellier	GroupA	Morocco	Norway	2	2	D	NA	NA	NA	10/06/1998
1998	France	Toulouse	GroupB	Cameroon	Austria	1	1	D	NA	NA	NA	11/06/1998
1998	France	Bordeaux	GroupB	Italy	Chile	2	2	D	NA	NA	NA	11/06/1998
1998	France	Marseille	GroupC	France	South-Africa	3	0	H	NA	France	South-Africa	12/06/1998
1998	France	Montpellier	GroupD	Paraguay	Bulgaria	0	0	D	NA	NA	NA	12/06/1998
1998	France	Lens	GroupC	Saudi-Arabia	Denmark	0	1	A	NA	Denmark	Saudi-Arabia	12/06/1998
1998	France	Lyon	GroupE	South-Korea	Mexico	1	3	A	NA	Mexico	South-Korea	13/06/1998
1998	France	Saint-Denis	GroupE	Netherlands	Belgium	0	0	D	NA	NA	NA	13/06/1998
1998	France	Nantes	GroupD	Spain	Nigeria	2	3	A	NA	Nigeria	Spain	13/06/1998
1998	France	Toulouse	GroupH	Argentina	Japan	1	0	H	NA	Argentina	Japan	14/06/1998
1998	France	Lens	GroupH	Jamaica	Croatia	1	3	A	NA	Croatia	Jamaica	14/06/1998
1998	France	Saint-Etienne	GroupF	FR-Yugoslavia	Iran	1	0	H	NA	FR-Yugoslavia	Iran	14/06/1998
1998	France	Marseille	GroupG	England	Tunisia	2	0	H	NA	England	Tunisia	15/06/1998
1998	France	Paris	GroupF	Germany	USA	2	0	H	NA	Germany	USA	15/06/1998
1998	France	Lyon	GroupG	Romania	Colombia	1	0	H	NA	Romania	Colombia	15/06/1998
1998	France	Nantes	GroupA	Brazil	Morocco	3	0	H	NA	Brazil	Morocco	16/06/1998
1998	France	Bordeaux	GroupA	Scotland	Norway	1	1	D	NA	NA	NA	16/06/1998
1998	France	Saint-Etienne	GroupB	Chile	Austria	1	1	D	NA	NA	NA	17/06/1998
1998	France	Montpellier	GroupB	Italy	Cameroon	3	0	H	NA	Italy	Cameroon	17/06/1998
1998	France	Saint-Denis	GroupC	France	Saudi-Arabia	4	0	H	NA	France	Saudi-Arabia	18/06/1998
1998	France	Toulouse	GroupC	South-Africa	Denmark	1	1	D	NA	NA	NA	18/06/1998
1998	France	Paris	GroupD	Nigeria	Bulgaria	1	0	H	NA	Nigeria	Bulgaria	19/06/1998
1998	France	Saint-Etienne	GroupD	Spain	Paraguay	0	0	D	NA	NA	NA	19/06/1998
1998	France	Bordeaux	GroupE	Belgium	Mexico	2	2	D	NA	NA	NA	20/06/1998
1998	France	Nantes	GroupH	Japan	Croatia	0	1	A	NA	Croatia	Japan	20/06/1998
1998	France	Marseille	GroupE	Netherlands	South-Korea	5	0	H	NA	Netherlands	South-Korea	20/06/1998
1998	France	Paris	GroupH	Argentina	Jamaica	5	0	H	NA	Argentina	Jamaica	21/06/1998
1998	France	Lens	GroupF	Germany	FR-Yugoslavia	2	2	D	NA	NA	NA	21/06/1998
1998	France	Lyon	GroupF	USA	Iran	1	2	A	NA	Iran	USA	21/06/1998
1998	France	Montpellier	GroupG	Colombia	Tunisia	1	0	H	NA	Colombia	Tunisia	22/06/1998
1998	France	Toulouse	GroupG	Romania	England	2	1	H	NA	Romania	England	22/06/1998
1998	France	Marseille	GroupA	Brazil	Norway	1	2	A	NA	Norway	Brazil	23/06/1998
1998	France	Nantes	GroupB	Chile	Cameroon	1	1	D	NA	NA	NA	23/06/1998
1998	France	Saint-Denis	GroupB	Italy	Austria	2	1	H	NA	Italy	Austria	23/06/1998
1998	France	Saint-Etienne	GroupA	Scotland	Morocco	0	3	A	NA	Morocco	Scotland	23/06/1998
1998	France	Lyon	GroupC	France	Denmark	2	1	H	NA	France	Denmark	24/06/1998
1998	France	Toulouse	GroupD	Nigeria	Paraguay	1	3	A	NA	Paraguay	Nigeria	24/06/1998
1998	France	Bordeaux	GroupC	South-Africa	Saudi-Arabia	2	2	D	NA	NA	NA	24/06/1998
1998	France	Lens	GroupD	Spain	Bulgaria	6	1	H	NA	Spain	Bulgaria	24/06/1998
1998	France	Paris	GroupE	Belgium	South-Korea	1	1	D	NA	NA	NA	25/06/1998
1998	France	Montpellier	GroupF	Germany	Iran	2	0	H	NA	Germany	Iran	25/06/1998
1998	France	Saint-Etienne	GroupE	Netherlands	Mexico	2	2	D	NA	NA	NA	25/06/1998
1998	France	Nantes	GroupF	USA	Serbia	0	1	A	NA	Serbia	USA	25/06/1998
1998	France	Bordeaux	GroupH	Argentina	Croatia	1	0	H	NA	Argentina	Croatia	26/06/1998
1998	France	Lens	GroupG	Colombia	England	0	2	A	NA	England	Colombia	26/06/1998
1998	France	Lyon	GroupF	Japan	Jamaica	1	2	A	NA	Jamaica	Japan	26/06/1998
1998	France	Saint-Denis	GroupG	Romania	Tunisia	1	1	D	NA	NA	NA	26/06/1998
1998	France	Paris	R16	Brazil	Chile	4	1	H	NA	Brazil	Chile	27/06/1998
1998	France	Marseille	R16	Italy	Norway	1	0	H	NA	Italy	Norway	27/06/1998
1998	France	Lens	R16	France	Paraguay	1	0	H	France-won-in-AET	France	Paraguay	28/06/1998
1998	France	Saint-Denis	R16	Nigeria	Denmark	1	4	A	NA	Denmark	Nigeria	28/06/1998
1998	France	Montpellier	R16	Germany	Mexico	2	1	H	NA	Germany	Mexico	29/06/1998
1998	France	Toulouse	R16	Netherlands	FR-Yugoslavia	2	1	H	NA	Netherlands	FR-Yugoslavia	29/06/1998
1998	France	Saint-Etienne	R16	Argentina	England	2	2	H	Argentina-won-on-penalties	Argentina	England	30/06/1998
1998	France	Bordeaux	R16	Romania	Croatia	0	1	A	NA	Croatia	Romania	30/06/1998
1998	France	Nantes	Quarterfinals	Brazil	Denmark	3	2	H	NA	Brazil	Denmark	03/07/1998
1998	France	Saint-Denis	Quarterfinals	France	Italy	0	0	H	France-won-on-penalties	France	Italy	03/07/1998
1998	France	Lyon	Quarterfinals	Germany	Croatia	0	3	A	NA	Croatia	Germany	04/07/1998
1998	France	Marseille	Quarterfinals	Netherlands	Argentina	2	1	H	NA	Netherlands	Argentina	04/07/1998
1998	France	Marseille	Semifinals	Brazil	Netherlands	1	1	H	Brazil-won-on-penalties	Brazil	Netherlands	07/07/1998
1998	France	Saint-Denis	Semifinals	France	Croatia	2	1	H	NA	France	Croatia	08/07/1998
1998	France	Paris	Third-place	Netherlands	Croatia	1	2	A	NA	Croatia	Netherlands	11/07/1998
1998	France	Saint-Denis	Final	France	Brazil	3	0	H	NA	France	Brazil	12/07/1998
2002	South-Korea	Seoul	GroupA	France	Senegal	0	1	A	NA	Senegal	France	31/05/2002
2002	Japan	Sapporo	GroupE	Germany	Saudi-Arabia	8	0	H	NA	Germany	Saudi-Arabia	01/06/2002
2002	Japan	Niigata	GroupE	Republic-of-Ireland	Cameroon	1	1	D	NA	NA	NA	01/06/2002
2002	South-Korea	Ulsan	GroupA	Uruguay	Denmark	1	2	A	NA	Denmark	Uruguay	01/06/2002
2002	Japan	Kashima	GroupF	Argentina	Nigeria	1	0	H	NA	Argentina	Nigeria	02/06/2002
2002	Japan	Saitama	GroupF	England	Sweden	1	1	D	NA	NA	NA	02/06/2002
2002	South-Korea	Busan	GroupB	Paraguay	South-Africa	2	2	D	NA	NA	NA	02/06/2002
2002	South-Korea	Gwangju	GroupB	Spain	Slovenia	3	1	H	NA	Spain	Slovenia	02/06/2002
2002	South-Korea	Ulsan	GroupC	Brazil	Turkey	2	1	H	NA	Brazil	Turkey	03/06/2002
2002	Japan	Niigata	GroupG	Croatia	Mexico	0	1	A	NA	Mexico	Croatia	03/06/2002
2002	Japan	Sapporo	GroupG	Italy	Ecuador	2	0	H	NA	Italy	Ecuador	03/06/2002
2002	South-Korea	Gwangju	GroupC	China	Costa-Rica	0	2	A	NA	Costa-Rica	China	04/06/2002
2002	Japan	Saitama	GroupH	Japan	Belgium	2	2	D	NA	NA	NA	04/06/2002
2002	South-Korea	Busan	GroupD	South-Korea	Poland	2	0	H	NA	South-Korea	Poland	04/06/2002
2002	Japan	Kashima	GroupE	Germany	Republic-of-Ireland	1	1	D	NA	NA	NA	05/06/2002
2002	Japan	Kobe	GroupH	Russia	Tunisia	2	0	H	NA	Russia	Tunisia	05/06/2002
2002	South-Korea	Suwon	GroupD	USA	Portugal	3	2	H	NA	USA	Portugal	05/06/2002
2002	Japan	Saitama	GroupE	Cameroon	Saudi-Arabia	1	0	H	NA	Cameroon	Saudi-Arabia	06/06/2002
2002	South-Korea	Daegu	GroupA	Denmark	Senegal	1	1	D	NA	NA	NA	06/06/2002
2002	South-Korea	Busan	GroupA	France	Uruguay	0	0	D	NA	NA	NA	06/06/2002
2002	Japan	Sapporo	GroupF	Argentina	England	0	1	A	NA	England	Argentina	07/06/2002
2002	South-Korea	Jeonju	GroupB	Spain	Paraguay	3	1	H	NA	Spain	Paraguay	07/06/2002
2002	Japan	Kobe	GroupF	Sweden	Nigeria	2	1	H	NA	Sweden	Nigeria	07/06/2002
2002	South-Korea	Seogwipo	GroupC	Brazil	China	4	0	H	NA	Brazil	China	08/06/2002
2002	Japan	Kashima	GroupG	Italy	Croatia	1	2	A	NA	Croatia	Italy	08/06/2002
2002	South-Korea	Daegu	GroupB	South-Africa	Slovenia	1	0	H	NA	South-Africa	Slovenia	08/06/2002
2002	South-Korea	Incheon	GroupC	Costa-Rica	Turkey	1	1	D	NA	NA	NA	09/06/2002
2002	Japan	Yokohama	GroupH	Japan	Russia	1	0	H	NA	Japan	Russia	09/06/2002
2002	Japan	Rifu	GroupG	Mexico	Ecuador	2	1	H	NA	Mexico	Ecuador	09/06/2002
2002	South-Korea	Daegu	GroupD	South-Korea	USA	1	1	D	NA	NA	NA	10/06/2002
2002	South-Korea	Jeonju	GroupD	Portugal	Poland	4	0	H	NA	Portugal	Poland	10/06/2002
2002	Japan	Ōita	GroupH	Tunisia	Belgium	1	1	D	NA	NA	NA	10/06/2002
2002	Japan	Fukuroi	GroupE	Cameroon	Germany	0	2	A	NA	Germany	Cameroon	11/06/2002
2002	South-Korea	Incheon	GroupA	Denmark	France	2	0	H	NA	Denmark	France	11/06/2002
2002	Japan	Yokohama	GroupE	Saudi-Arabia	Republic-of-Ireland	0	3	A	NA	Republic-of-Ireland	Saudi-Arabia	11/06/2002
2002	South-Korea	Suwon	GroupA	Senegal	Uruguay	3	3	D	NA	NA	NA	11/06/2002
2002	Japan	Osaka	GroupF	Nigeria	England	0	0	D	NA	NA	NA	12/06/2002
2002	South-Korea	Seogwipo	GroupB	Slovenia	Paraguay	1	3	A	NA	Paraguay	Slovenia	12/06/2002
2002	South-Korea	Daejeon	GroupB	South-Africa	Spain	2	3	A	NA	Spain	South-Africa	12/06/2002
2002	Japan	Rifu	GroupF	Sweden	Argentina	1	1	D	NA	NA	NA	12/06/2002
2002	South-Korea	Suwon	GroupC	Costa-Rica	Brazil	2	5	A	NA	Brazil	Costa-Rica	13/06/2002
2002	Japan	Yokohama	GroupG	Ecuador	Croatia	1	0	H	NA	Ecuador	Croatia	13/06/2002
2002	Japan	Ōita	GroupG	Mexico	Italy	1	1	D	NA	NA	NA	13/06/2002
2002	South-Korea	Seoul	GroupC	Turkey	China	3	0	H	NA	Turkey	China	13/06/2002
2002	Japan	Fukuroi	GroupH	Belgium	Russia	3	2	H	NA	Belgium	Russia	14/06/2002
2002	Japan	Osaka	GroupH	Japan	Tunisia	2	0	H	NA	Japan	Tunisia	14/06/2002
2002	South-Korea	Incheon	GroupD	South-Korea	Portugal	1	0	H	NA	South-Korea	Portugal	14/06/2002
2002	South-Korea	Daejeon	GroupD	Poland	USA	3	1	H	NA	Poland	USA	14/06/2002
2002	Japan	Niigata	R16	Denmark	England	0	3	A	NA	England	Denmark	15/06/2002
2002	South-Korea	Seogwipo	R16	Germany	Paraguay	1	0	H	NA	Germany	Paraguay	15/06/2002
2002	South-Korea	Suwon	R16	Spain	Republic-of-Ireland	1	1	H	Spain-won-on-penalties	Spain	Republic-of-Ireland	16/06/2002
2002	Japan	Ōita	R16	Sweden	Senegal	1	2	A	Senegal-won-in-AET	Senegal	Sweden	16/06/2002
2002	Japan	Kobe	R16	Brazil	Belgium	2	0	H	NA	Brazil	Belgium	17/06/2002
2002	South-Korea	Jeonju	R16	Mexico	USA	0	2	A	NA	USA	Mexico	17/06/2002
2002	Japan	Rifu	R16	Japan	Turkey	0	1	A	NA	Turkey	Japan	18/06/2002
2002	South-Korea	Daejeon	R16	South-Korea	Italy	2	1	H	South-Korea-won-in-AET	South-Korea	Italy	18/06/2002
2002	Japan	Fukuroi	Quarterfinals	England	Brazil	1	2	A	NA	Brazil	England	21/06/2002
2002	South-Korea	Ulsan	Quarterfinals	Germany	USA	1	0	H	NA	Germany	USA	21/06/2002
2002	South-Korea	Gwangju	Quarterfinals	South-Korea	Spain	0	0	H	South-Korea-won-on-penalties	South-Korea	Spain	22/06/2002
2002	Japan	Osaka	Quarterfinals	Senegal	Turkey	0	1	A	Turkey-won-in-AET	Turkey	Senegal	22/06/2002
2002	South-Korea	Seoul	Semifinals	South-Korea	Germany	0	1	A	NA	Germany	South-Korea	25/06/2002
2002	Japan	Saitama	Semifinals	Brazil	Turkey	1	0	H	NA	Brazil	Turkey	26/06/2002
2002	South-Korea	Daegu	Third-place	South-Korea	Turkey	2	3	A	NA	Turkey	South-Korea	29/06/2002
2002	Japan	Yokohama	Final	Germany	Brazil	0	2	A	NA	Brazil	Germany	30/06/2002
2006	Germany	Munich	GroupA	Germany	Costa-Rica	4	2	H	NA	Germany	Costa-Rica	09/06/2006
2006	Germany	Gelsenkirchen	GroupA	Poland	Ecuador	0	2	A	NA	Ecuador	Poland	09/06/2006
2006	Germany	Hamburg	GroupC	Argentina	Ivory-Coast	2	1	H	NA	Argentina	Ivory-Coast	10/06/2006
2006	Germany	Frankfurt	GroupB	England	Paraguay	1	0	H	NA	England	Paraguay	10/06/2006
2006	Germany	Dortmund	GroupB	Trinidad-and-Tobago	Sweden	0	0	D	NA	NA	NA	10/06/2006
2006	Germany	Cologne	GroupD	Angola	Portugal	0	1	A	NA	Portugal	Angola	11/06/2006
2006	Germany	Nuremberg	GroupD	Mexico	Iran	3	1	H	NA	Mexico	Iran	11/06/2006
2006	Germany	Leipzig	GroupC	Serbia	Netherlands	0	1	A	NA	Netherlands	Serbia	11/06/2006
2006	Germany	Kaiserslautern	GroupF	Australia	Japan	3	1	H	NA	Australia	Japan	12/06/2006
2006	Germany	Hanover	GroupE	Italy	Ghana	2	0	H	NA	Italy	Ghana	12/06/2006
2006	Germany	Gelsenkirchen	GroupE	USA	Czech-Republic	0	3	A	NA	Czech-Republic	USA	12/06/2006
2006	Germany	Berlin	GroupF	Brazil	Croatia	1	0	H	NA	Brazil	Croatia	13/06/2006
2006	Germany	Stuttgart	GroupG	France	Switzerland	0	0	D	NA	NA	NA	13/06/2006
2006	Germany	Frankfurt	GroupG	South-Korea	Togo	2	1	H	NA	South-Korea	Togo	13/06/2006
2006	Germany	Dortmund	GroupA	Germany	Poland	1	0	H	NA	Germany	Poland	14/06/2006
2006	Germany	Leipzig	GroupH	Spain	Ukraine	4	0	H	NA	Spain	Ukraine	14/06/2006
2006	Germany	Munich	GroupH	Tunisia	Saudi-Arabia	2	2	D	NA	NA	NA	14/06/2006
2006	Germany	Hamburg	GroupA	Ecuador	Costa-Rica	3	0	H	NA	Ecuador	Costa-Rica	15/06/2006
2006	Germany	Nuremberg	GroupB	England	Trinidad-and-Tobago	2	0	H	NA	England	Trinidad-and-Tobago	15/06/2006
2006	Germany	Berlin	GroupB	Sweden	Paraguay	1	0	H	NA	Sweden	Paraguay	15/06/2006
2006	Germany	Gelsenkirchen	GroupC	Argentina	Serbia	6	0	H	NA	Argentina	Serbia	16/06/2006
2006	Germany	Hanover	GroupD	Mexico	Angola	0	0	D	NA	NA	NA	16/06/2006
2006	Germany	Stuttgart	GroupC	Netherlands	Ivory-Coast	2	1	H	NA	Netherlands	Ivory-Coast	16/06/2006
2006	Germany	Cologne	GroupE	Czech-Republic	Ghana	0	2	A	NA	Ghana	Czech-Republic	17/06/2006
2006	Germany	Kaiserslautern	GroupE	Italy	USA	1	1	D	NA	NA	NA	17/06/2006
2006	Germany	Frankfurt	GroupD	Portugal	Iran	2	0	H	NA	Portugal	Iran	17/06/2006
2006	Germany	Munich	GroupF	Brazil	Australia	2	0	H	NA	Brazil	Australia	18/06/2006
2006	Germany	Leipzig	GroupG	France	South-Korea	1	1	D	NA	NA	NA	18/06/2006
2006	Germany	Nuremberg	GroupF	Japan	Croatia	0	0	D	NA	NA	NA	18/06/2006
2006	Germany	Hamburg	GroupH	Saudi-Arabia	Ukraine	0	4	A	NA	Ukraine	Saudi-Arabia	19/06/2006
2006	Germany	Stuttgart	GroupH	Spain	Tunisia	3	1	H	NA	Spain	Tunisia	19/06/2006
2006	Germany	Dortmund	GroupG	Togo	Switzerland	0	2	A	NA	Switzerland	Togo	19/06/2006
2006	Germany	Hanover	GroupA	Costa-Rica	Poland	1	2	A	NA	Poland	Costa-Rica	20/06/2006
2006	Germany	Berlin	GroupA	Germany	Ecuador	3	0	H	NA	Germany	Ecuador	20/06/2006
2006	Germany	Kaiserslautern	GroupB	Paraguay	Trinidad-and-Tobago	2	0	H	NA	Paraguay	Trinidad-and-Tobago	20/06/2006
2006	Germany	Cologne	GroupB	Sweden	England	2	2	D	NA	NA	NA	20/06/2006
2006	Germany	Leipzig	GroupD	Iran	Angola	1	1	D	NA	NA	NA	21/06/2006
2006	Germany	Munich	GroupC	Ivory-Coast	Serbia	3	2	H	NA	Ivory-Coast	Serbia	21/06/2006
2006	Germany	Frankfurt	GroupC	Netherlands	Argentina	0	0	D	NA	NA	NA	21/06/2006
2006	Germany	Gelsenkirchen	GroupD	Portugal	Mexico	2	1	H	NA	Portugal	Mexico	21/06/2006
2006	Germany	Stuttgart	GroupF	Croatia	Australia	2	2	D	NA	NA	NA	22/06/2006
2006	Germany	Hamburg	GroupE	Czech-Republic	Italy	0	2	A	NA	Italy	Czech-Republic	22/06/2006
2006	Germany	Nuremberg	GroupE	Ghana	USA	2	1	H	NA	Ghana	USA	22/06/2006
2006	Germany	Dortmund	GroupF	Japan	Brazil	1	4	A	NA	Brazil	Japan	22/06/2006
2006	Germany	Kaiserslautern	GroupH	Saudi-Arabia	Spain	0	1	A	NA	Spain	Saudi-Arabia	23/06/2006
2006	Germany	Hanover	GroupH	Switzerland	South-Korea	2	0	H	NA	Switzerland	South-Korea	23/06/2006
2006	Germany	Cologne	GroupG	Togo	France	0	2	A	NA	France	Togo	23/06/2006
2006	Germany	Berlin	GroupG	Ukraine	Tunisia	1	0	H	NA	Ukraine	Tunisia	23/06/2006
2006	Germany	Leipzig	R16	Argentina	Mexico	2	1	H	Argentina-won-in-AET	Argentina	Mexico	24/06/2006
2006	Germany	Munich	R16	Germany	Sweden	2	0	H	NA	Germany	Sweden	24/06/2006
2006	Germany	Stuttgart	R16	England	Ecuador	1	0	H	NA	England	Ecuador	25/06/2006
2006	Germany	Nuremberg	R16	Portugal	Netherlands	1	0	H	NA	Portugal	Netherlands	25/06/2006
2006	Germany	Kaiserslautern	R16	Italy	Australia	1	0	H	NA	Italy	Australia	26/06/2006
2006	Germany	Cologne	R16	Switzerland	Ukraine	0	0	A	Ukraine-won-on-penalties	Ukraine	Switzerland	26/06/2006
2006	Germany	Dortmund	R16	Brazil	Ghana	3	0	H	NA	Brazil	Ghana	27/06/2006
2006	Germany	Hanover	R16	Spain	France	1	3	A	NA	France	Spain	27/06/2006
2006	Germany	Berlin	Quarterfinals	Germany	Argentina	1	1	H	Germany-won-on-penalties	Germany	Argentina	30/06/2006
2006	Germany	Hamburg	Quarterfinals	Italy	Ukraine	3	0	H	NA	Italy	Ukraine	30/06/2006
2006	Germany	Frankfurt	Quarterfinals	Brazil	France	0	1	A	NA	France	Brazil	01/07/2006
2006	Germany	Gelsenkirchen	Quarterfinals	England	Portugal	0	0	A	Portugal-won-on-penalties	Portagul	England	01/07/2006
2006	Germany	Dortmund	Semifinals	Germany	Italy	0	2	A	Italy-won-in-AET	Italy	Germany	04/07/2006
2006	Germany	Munich	Semifinals	Portugal	France	0	1	A	NA	France	Portugal	05/07/2006
2006	Germany	Stuttgart	Third-place	Germany	Portugal	3	1	H	NA	Germany	Portugal	08/07/2006
2006	Germany	Berlin	Final	Italy	France	1	1	H	Italy-won-on-penalties	Italy	France	09/07/2006
2010	South-Africa	Johannesburg	GroupA	South-Africa	Mexico	1	1	D	NA	NA	NA	11/06/2010
2010	South-Africa	Cape-Town	GroupA	Uruguay	France	0	0	D	NA	NA	NA	11/06/2010
2010	South-Africa	Johannesburg	GroupB	Argentina	Nigeria	1	0	H	NA	Argentina	Nigeria	12/06/2010
2010	South-Africa	Rustenburg	GroupC	England	USA	1	1	D	NA	NA	NA	12/06/2010
2010	South-Africa	Port-Elizabeth	GroupB	South-Korea	Greece	2	0	H	NA	South-Korea	Greece	12/06/2010
2010	South-Africa	Polokwane	GroupC	Algeria	Slovenia	0	1	A	NA	Slovenia	Algeria	13/06/2010
2010	South-Africa	Durban	GroupD	Germany	Australia	4	0	H	NA	Germany	Australia	13/06/2010
2010	South-Africa	Pretoria	GroupD	Serbia	Ghana	0	1	A	NA	Ghana	Serbia	13/06/2010
2010	South-Africa	Cape-Town	GroupF	Italy	Paraguay	1	1	D	NA	NA	NA	14/06/2010
2010	South-Africa	Bloemfontein	GroupE	Japan	Cameroon	1	0	H	NA	Japan	Cameroon	14/06/2010
2010	South-Africa	Johannesburg	GroupE	Netherlands	Denmark	2	0	H	NA	Netherlands	Denmark	14/06/2010
2010	South-Africa	Johannesburg	GroupG	Brazil	North-Korea	2	1	H	NA	Brazil	North-Korea	15/06/2010
2010	South-Africa	Port-Elizabeth	GroupG	Ivory-Coast	Portugal	0	0	D	NA	NA	NA	15/06/2010
2010	South-Africa	Rustenburg	GroupF	New-Zealand	Slovakia	1	1	D	NA	NA	NA	15/06/2010
2010	South-Africa	Nelspruit	GroupH	Honduras	Chile	0	1	A	NA	Chile	Honduras	16/06/2010
2010	South-Africa	Pretoria	GroupA	South-Africa	Uruguay	0	3	A	NA	Uruguay	South-Africa	16/06/2010
2010	South-Africa	Durban	GroupH	Spain	Switzerland	0	1	A	NA	Switzerland	Spain	16/06/2010
2010	South-Africa	Johannesburg	GroupB	Argentina	South-Korea	4	1	H	NA	Argentina	South-Korea	17/06/2010
2010	South-Africa	Polokwane	GroupA	France	Mexico	0	2	A	NA	Mexico	France	17/06/2010
2010	South-Africa	Bloemfontein	GroupB	Greece	Nigeria	2	1	H	NA	Greece	Nigeria	17/06/2010
2010	South-Africa	Cape-Town	GroupC	England	Algeria	0	0	D	NA	NA	NA	18/06/2010
2010	South-Africa	Port-Elizabeth	GroupD	Germany	Serbia	0	1	A	NA	Serbia	Germany	18/06/2010
2010	South-Africa	Johannesburg	GroupC	Slovenia	USA	2	2	D	NA	NA	NA	18/06/2010
2010	South-Africa	Pretoria	GroupE	Cameroon	Denmark	1	2	A	NA	Denmark	Cameroon	19/06/2010
2010	South-Africa	Rustenburg	GroupD	Ghana	Australia	1	1	D	NA	NA	NA	19/06/2010
2010	South-Africa	Durban	GroupE	Netherlands	Japan	1	0	H	NA	Netherlands	Japan	19/06/2010
2010	South-Africa	Johannesburg	GroupG	Brazil	Ivory-Coast	3	1	H	NA	Brazil	Ivory-Coast	20/06/2010
2010	South-Africa	Nelspruit	GroupF	Italy	New-Zealand	1	1	D	NA	NA	NA	20/06/2010
2010	South-Africa	Bloemfontein	GroupF	Slovakia	Paraguay	0	2	A	NA	Paraguay	Slovakia	20/06/2010
2010	South-Africa	Port-Elizabeth	GroupH	Chile	Switzerland	1	0	H	NA	Chile	Switzerland	21/06/2010
2010	South-Africa	Cape-Town	GroupG	Portugal	North-Korea	7	0	H	NA	Portugal	North-Korea	21/06/2010
2010	South-Africa	Johannesburg	GroupH	Spain	Honduras	2	0	H	NA	Spain	Honduras	21/06/2010
2010	South-Africa	Polokwane	GroupB	Greece	Argentina	0	2	A	NA	Argentina	Greece	22/06/2010
2010	South-Africa	Rustenburg	GroupA	Mexico	Uruguay	0	1	A	NA	Uruguay	Mexico	22/06/2010
2010	South-Africa	Durban	GroupB	Nigeria	South-Korea	2	2	D	NA	NA	NA	22/06/2010
2010	South-Africa	Bloemfontein	GroupA	South-Africa	France	2	1	H	NA	South-Africa	France	22/06/2010
2010	South-Africa	Nelspruit	GroupD	Australia	Serbia	2	1	H	NA	Australia	Serbia	23/06/2010
2010	South-Africa	Johannesburg	GroupD	Ghana	Germany	0	1	A	NA	Germany	Ghana	23/06/2010
2010	South-Africa	Port-Elizabeth	GroupC	Slovenia	England	0	1	A	NA	England	Slovenia	23/06/2010
2010	South-Africa	Pretoria	GroupC	USA	Algeria	1	0	H	NA	USA	Algeria	23/06/2010
2010	South-Africa	Cape-Town	GroupE	Cameroon	Netherlands	1	2	A	NA	Netherlands	Cameroon	24/06/2010
2010	South-Africa	Rustenburg	GroupE	Denmark	Japan	1	3	A	NA	Japan	Denmark	24/06/2010
2010	South-Africa	Polokwane	GroupF	Paraguay	New-Zealand	0	0	D	NA	NA	NA	24/06/2010
2010	South-Africa	Johannesburg	GroupF	Slovakia	Italy	3	2	H	NA	Slovakia	Italy	24/06/2010
2010	South-Africa	Pretoria	GroupH	Chile	Spain	1	2	A	NA	Spain	Chile	25/06/2010
2010	South-Africa	Nelspruit	GroupG	North-Korea	Ivory-Coast	0	3	A	NA	Ivory-Coast	North-Korea	25/06/2010
2010	South-Africa	Durban	GroupG	Portugal	Brazil	0	0	D	NA	NA	NA	25/06/2010
2010	South-Africa	Bloemfontein	GroupH	Switzerland	Honduras	0	0	D	NA	NA	NA	25/06/2010
2010	South-Africa	Port-Elizabeth	R16	Uruguay	South-Korea	2	1	H	NA	Uruguay	South-Korea	26/06/2010
2010	South-Africa	Rustenburg	R16	USA	Ghana	1	2	A	Ghana-won-in-AET	Ghana	USA	26/06/2010
2010	South-Africa	Johannesburg	R16	Argentina	Mexico	3	1	H	NA	Argentina	Mexico	27/06/2010
2010	South-Africa	Bloemfontein	R16	Germany	England	4	1	H	NA	Germany	England	27/06/2010
2010	South-Africa	Johannesburg	R16	Brazil	Chile	3	0	H	NA	Brazil	Chile	28/06/2010
2010	South-Africa	Durban	R16	Netherlands	Slovakia	2	1	H	NA	Netherlands	Slovakia	28/06/2010
2010	South-Africa	Pretoria	R16	Paraguay	Japan	0	0	H	Paraguay-won-on-penalties	Paraguay	Japan	29/06/2010
2010	South-Africa	Cape-Town	R16	Spain	Portugal	1	0	H	NA	Spain	Portugal	29/06/2010
2010	South-Africa	Port-Elizabeth	Quarterfinals	Netherlands	Brazil	2	1	H	NA	Netherlands	Brazil	02/07/2010
2010	South-Africa	Johannesburg	Quarterfinals	Uruguay	Ghana	1	1	H	Uruguay-won-on-penalties	Uruguay	Ghana	02/07/2010
2010	South-Africa	Cape-Town	Quarterfinals	Argentina	Germany	0	4	A	NA	Germany	Argentina	03/07/2010
2010	South-Africa	Johannesburg	Quarterfinals	Paraguay	Spain	0	1	A	NA	Spain	Paraguay	03/07/2010
2010	South-Africa	Cape-Town	Semifinals	Uruguay	Netherlands	2	3	A	NA	Netherlands	Uruguay	06/07/2010
2010	South-Africa	Durban	Semifinals	Germany	Spain	0	1	A	NA	Spain	Germany	07/07/2010
